23:06:58.337 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:06:58.337
23:07:00.337 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:00.337
23:07:00.337 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:00.337
23:07:00.337 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:00.337
23:07:02.338 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:02.338
23:07:02.338 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:02.338
23:07:02.338 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:02.338
23:07:04.338 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:04.338
23:07:04.338 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:04.338
23:07:04.338 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:04.338
23:07:06.348 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:06.348
23:07:06.348 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:06.348
23:07:06.348 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:06.348
23:07:08.362 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:08.362
23:07:08.362 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:08.362
23:07:08.362 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:08.362
23:07:10.365 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:10.365
23:07:10.365 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:10.365
23:07:10.365 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:10.365
23:07:12.366 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:12.366
23:07:12.366 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:12.366
23:07:12.366 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:12.366
23:07:14.366 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:14.366
23:07:14.366 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:14.366
23:07:14.366 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:14.366
23:07:16.368 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:16.368
23:07:16.368 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:16.368
23:07:16.368 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:16.368
23:07:18.372 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:18.372
23:07:18.372 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:18.372
23:07:18.372 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:18.372
23:07:20.378 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:20.378
23:07:20.378 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:20.378
23:07:20.378 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:20.378
23:07:22.389 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:22.389
23:07:22.389 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:22.389
23:07:22.389 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:22.389
23:07:24.390 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:24.390
23:07:24.390 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:24.390
23:07:24.390 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:24.390
23:07:26.391 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:26.391
23:07:26.391 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:26.391
23:07:26.391 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:26.391
23:07:28.391 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:28.391
23:07:28.391 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:28.391
23:07:28.391 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:28.391
23:07:30.395 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:30.395
23:07:30.395 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:30.395
23:07:30.395 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:30.395
23:07:32.397 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:32.397
23:07:32.397 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:32.397
23:07:32.397 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:32.397
23:07:34.398 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Accion de evento recibida @2014/10/28 23:07:34.398
23:07:34.398 [TIMER] INFO  c.l.generic.gtc.view.SimpleGtcView - Actualizando vista @2014/10/28 23:07:34.398
23:07:34.398 [TIMER] INFO  c.l.g.g.c.SimpleGtcController - Vista actualizada @2014/10/28 23:07:34.398
